Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"168444250102",Cartier Tortue XL  48X38mm W1546051 18K Rose Gold Men's Watch,,18401,"1","FIXED_PRICE","USD",19870.0,,,19870.0,"0","3","0","Jun-09-26 06:30:22 PDT","Aug-09-26 06:30:22 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188488053525",Cartier Panthere 27mmx37mm WSPN0007 Stainless Steel Women's Watch,,18393,"1","FIXED_PRICE","USD",6258.0,,,6258.0,"0","1","0","Jun-09-26 06:31:57 PDT","Aug-09-26 06:31:57 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168447562789",Cartier Tank Solo Small 30.0x23.0mm W1018755 18K Yellow Gold Women's Watch,,18446,"1","FIXED_PRICE","USD",7589.0,,,7589.0,"0","2","0","Jun-10-26 09:13:13 PDT","Aug-10-26 09:13:13 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"157990302820",IWC Portuguese 7 - Days 42.5mm IW500101 18K Rose Gold Men's Watch,,18455,"1","FIXED_PRICE","USD",14411.0,,,14411.0,"0","2","0","Jun-11-26 07:19:13 PDT","Aug-11-26 07:19:13 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168453716465",Blancpain  Fifty Fathoms X Fathoms 55.65mm 5018-1230-64A Titanium Men's Watch,,18467,"1","FIXED_PRICE","USD",31200.0,,,31200.0,"0","5","0","Jun-12-26 13:07:51 PDT","Aug-12-26 13:07:51 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168468091113",Vacheron Constantin Patrimony 41mm 43175/000R-B519 18K Rose Gold Men's Watch,,18471,"1","FIXED_PRICE","USD",45105.0,,,45105.0,"0","2","0","Jun-17-26 10:36:39 PDT","Aug-17-26 10:36:39 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188525673614",Breitling Avenger B01 Chronograph 44mm AB0147101A1A1 Stainless Steel Men's Watch,,18483,"1","FIXED_PRICE","USD",5319.0,,,5319.0,"0","","","Jun-17-26 12:48:22 PDT","Aug-17-26 12:48:22 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158007933951",Breitling Avenger B01 Chronograph 44mm AB0147101L1A1 Stainless Steel Men's Watch,,18486,"1","FIXED_PRICE","USD",5319.0,,,5319.0,"0","","","Jun-17-26 13:27:32 PDT","Aug-17-26 13:27:32 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168468495823",Breitling Avenger B01 Chronograph 44mm AB0147101C1A1 Stainless Steel Men's Watch,,18478,"1","FIXED_PRICE","USD",5319.0,,,5319.0,"0","","","Jun-17-26 13:27:53 PDT","Aug-17-26 13:27:53 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188525775681",Breitling Avenger B01 Chronograph 44mm AB0147101L1A1 Stainless Steel Men's Watch,,18479,"1","FIXED_PRICE","USD",5319.0,,,5319.0,"0","","","Jun-17-26 13:27:55 PDT","Aug-17-26 13:27:55 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158007934948",Breitling Avenger B01 Chronograph 44mm AB0147101B1A1 Stainless Steel Men's Watch,,18484,"1","FIXED_PRICE","USD",5319.0,,,5319.0,"0","","","Jun-17-26 13:28:03 PDT","Aug-17-26 13:28:03 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168470881755",Breguet Reine de Naples 24mm 8928BB/8D/844.DD0D 18K White Gold Women's Watch,,18491,"1","FIXED_PRICE","USD",30685.0,,,30685.0,"0","2","0","Jun-18-26 08:33:12 PDT","Aug-18-26 08:33:12 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188530029769",Cartier Diabolo Mini 20mm  W1511556 18K Yellow Gold Women's Watch,,18499,"1","FIXED_PRICE","USD",8283.0,,,8283.0,"0","5","0","Jun-18-26 12:15:07 PDT","Aug-18-26 12:15:07 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158011669655",Cartier Revelation D'une Panthere 37mm HPI01261 18K Rose Gold Unisex Watch,,18518,"1","FIXED_PRICE","USD",93000.0,,,93000.0,"0","1","0","Jun-19-26 08:42:23 PDT","Aug-19-26 08:42:23 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188534188515",Cartier Baignoire 32x43mm WB520005 18K Rose Gold Women's Watch,,18500,"1","FIXED_PRICE","USD",21930.0,,,21930.0,"0","4","0","Jun-19-26 10:35:32 PDT","Aug-19-26 10:35:32 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158011809727",Cartier Tank Louis XL 40x32mm W1560017 18K Rose Gold Men's Watch,,18507,"1","FIXED_PRICE","USD",14364.0,,,14364.0,"0","11","0","Jun-19-26 10:36:30 PDT","Aug-19-26 10:36:30 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158011811208",Cartier Roadster 44x38.5mm W62031Y4 Stainless Steel Unisex Watch,,18515,"1","FIXED_PRICE","USD",8025.0,,,8025.0,"0","2","0","Jun-19-26 10:38:08 PDT","Aug-19-26 10:38:08 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188534192353",Cartier Tank Solo 24x31mm W5200024 18K Gold/Stainless  Watch+,,18516,"1","FIXED_PRICE","USD",7323.0,,,7323.0,"0","2","0","Jun-19-26 10:38:14 PDT","Aug-19-26 10:38:14 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158011811293",Cartier La Dona 27mm W660022I Stainless Steel Women's Watch,,18517,"1","FIXED_PRICE","USD",7110.0,,,7110.0,"0","4","0","Jun-19-26 10:38:22 PDT","Aug-19-26 10:38:22 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188534193042",Cartier Santos Dumont 38x30mm W2009251 18K Rose Gold Men's Watch,,18519,"1","FIXED_PRICE","USD",9364.0,,,9364.0,"0","7","0","Jun-19-26 10:38:30 PDT","Aug-19-26 10:38:30 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168474114063",Cartier Tank Solo 24x31mm W5200024 18K Gold/Stainless  Watch+,,18523,"1","FIXED_PRICE","USD",7323.0,,,7323.0,"0","2","0","Jun-19-26 10:38:55 PDT","Aug-19-26 10:38:55 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168474114274",Cartier Santos Dumont 30x38mm WH100351 18K Rose Gold Women's Watch,,18524,"1","FIXED_PRICE","USD",15235.0,,,15235.0,"0","1","0","Jun-19-26 10:39:03 PDT","Aug-19-26 10:39:03 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158011811713",Cartier Tank Francaise 28x35mm W51005Q4 Stainless Steel Unisex Watch,,18525,"1","FIXED_PRICE","USD",7536.0,,,7536.0,"0","1","0","Jun-19-26 10:39:10 PDT","Aug-19-26 10:39:10 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158011811928",Cartier Santos Dumont 38x30mm W2009251 18K Rose Gold Men's Watch,,18528,"1","FIXED_PRICE","USD",9364.0,,,9364.0,"0","5","0","Jun-19-26 10:39:28 PDT","Aug-19-26 10:39:28 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188534197083",Bulgari/Bvlgari Serpenti Tubogas 35mm 102182 Stainless Steel Women's Watch,,18533,"1","FIXED_PRICE","USD",8231.0,,,8231.0,"0","3","0","Jun-19-26 10:40:06 PDT","Aug-19-26 10:40:06 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168474118245",Cartier Ronde Louis 42mm WR007003 18K White Gold Unisex Watch,,18536,"1","FIXED_PRICE","USD",29140.0,,,29140.0,"0","3","0","Jun-19-26 10:40:24 PDT","Aug-19-26 10:40:24 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158011812523",Cartier Tank Francaise 25x20mm W4TA0008 Stainless Steel Women's Watch,,18537,"1","FIXED_PRICE","USD",7110.0,,,7110.0,"0","1","0","Jun-19-26 10:40:32 PDT","Aug-19-26 10:40:32 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158011812795",Cartier PANTHÈRE RUBAN 17mmx17mm WG3001T7 18K Yellow Gold Women's Watch,,18540,"1","FIXED_PRICE","USD",27080.0,,,27080.0,"0","4","0","Jun-19-26 10:40:51 PDT","Aug-19-26 10:40:51 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168474120622",Cartier La Doña 18×16mm W640070I 18K Rose Gold Women's Watch,,18541,"1","FIXED_PRICE","USD",17810.0,,,17810.0,"0","3","0","Jun-19-26 10:41:00 PDT","Aug-19-26 10:41:00 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168474122823",Cartier Pasha C 35mm W3107199 Stainless Steel Unisex Watch,,18542,"1","FIXED_PRICE","USD",4128.0,,,4128.0,"0","2","0","Jun-19-26 10:42:00 PDT","Aug-19-26 10:42:00 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158017535738",Cartier CLÉ DE CARTIER MYSTERIOUS HOUR 41mm WHCL0002 18K Rose Gold Unisex Watch,,18547,"1","FIXED_PRICE","USD",39440.0,,,39440.0,"0","4","0","Jun-22-26 07:36:41 PDT","Aug-22-26 07:36:41 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188547305389",Cartier Tank Américaine 26x45mm WB704851 18K Rose Gold Women's Watch,,18573,"1","FIXED_PRICE","USD",16265.0,,,16265.0,"0","","","Jun-22-26 12:37:50 PDT","Aug-22-26 12:37:50 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188547305659",Cartier Calibre 42mm W7100040 18K Rose Gold Unisex Watch,,18574,"1","FIXED_PRICE","USD",36350.0,,,36350.0,"0","0","0","Jun-22-26 12:38:08 PDT","Aug-22-26 12:38:08 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158018009181",Van Cleef and Arpels Alhambra Talisman 40mm 257274 18K Rose Gold Women's Watch,,18567,"1","FIXED_PRICE","USD",19664.0,,,19664.0,"0","3","0","Jun-22-26 12:38:51 PDT","Aug-22-26 12:38:51 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158018009670",Patek Philippe Golden Ellipse 23X25mm 4830G 18K White Gold Women's Watch,,18569,"1","FIXED_PRICE","USD",13175.0,,,13175.0,"0","0","0","Jun-22-26 12:39:24 PDT","Aug-22-26 12:39:24 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188547307251",Cartier Tank Solo 31x24mm W5200002 18K Yellow Gold/Stainless Steel Women's Watch,,18552,"1","FIXED_PRICE","USD",6790.0,,,6790.0,"0","1","0","Jun-22-26 12:40:06 PDT","Aug-22-26 12:40:06 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168482694975",Cartier Tank Solo 31x24mm W5200002 18K Yellow Gold/Stainless Steel Women's Watch,,18549,"1","FIXED_PRICE","USD",6790.0,,,6790.0,"0","1","0","Jun-22-26 12:40:10 PDT","Aug-22-26 12:40:10 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158018012886",Cartier Tank Louis 40X35mm WT200006 18K White Gold Unisex Watch,,18561,"1","FIXED_PRICE","USD",18325.0,,,18325.0,"0","1","0","Jun-22-26 12:44:01 PDT","Aug-22-26 12:44:01 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188547311883",Cartier La Dona 27mm W660022I Stainless Steel Women's Watch,,18559,"1","FIXED_PRICE","USD",7110.0,,,7110.0,"0","2","0","Jun-22-26 12:44:54 PDT","Aug-22-26 12:44:54 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188547312359",Cartier Tank Solo 41x31mm W5200026 18K Rose Gold Unisex Watch,,18558,"1","FIXED_PRICE","USD",9055.0,,,9055.0,"0","5","0","Jun-22-26 12:45:25 PDT","Aug-22-26 12:45:25 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168482722222",Cartier Tank Solo 24x31mm W5200024 18K Gold/Stainless  Watch+,,18550,"1","FIXED_PRICE","USD",7323.0,,,7323.0,"0","2","0","Jun-22-26 12:49:00 PDT","Aug-22-26 12:49:00 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168482738174",Patek Philippe Gondolo Gemma 37mm 4980R 18K Rose Gold Women's Watch,,18563,"1","FIXED_PRICE","USD",12660.0,,,12660.0,"0","4","0","Jun-22-26 12:54:11 PDT","Aug-22-26 12:54:11 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188547354247",Vacheron Constantin Vintage 20mm Vin 18K Yellow Gold Women's Watch,,18572,"1","FIXED_PRICE","USD",29140.0,,,29140.0,"0","2","0","Jun-22-26 12:54:27 PDT","Aug-22-26 12:54:27 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188547483511",Cartier Panthere 27x37mm W2PN0007 18K Yellow Gold/Stainless Steel Women's Watch,,18577,"1","FIXED_PRICE","USD",9776.0,,,9776.0,"0","","","Jun-22-26 13:40:58 PDT","Aug-22-26 13:40:58 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168482904897",Patek Philippe Gondolo 31x34mm 4888R 18K Rose Gold Unisex Watch,,18578,"1","FIXED_PRICE","USD",20385.0,,,20385.0,"0","","","Jun-22-26 13:58:13 PDT","Aug-22-26 13:58:13 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188550906864",Breitling Avenger B01 Chronograph 44mm AB0147101L1X1 Stainless Steel Men's Watch,,18580,"1","FIXED_PRICE","USD",5121.0,,,5121.0,"0","1","0","Jun-23-26 07:35:32 PDT","Aug-23-26 07:35:32 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188550906870",Breitling Avenger B01 Chronograph 44mm AB0147101L1X1 Stainless Steel Men's Watch,,18581,"1","FIXED_PRICE","USD",5121.0,,,5121.0,"0","","","Jun-23-26 07:35:32 PDT","Aug-23-26 07:35:32 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158020070386",Breitling Avenger B01 Chronograph 44mm AB0147101L1X1 Stainless Steel Men's Watch,,18590,"1","FIXED_PRICE","USD",5121.0,,,5121.0,"0","","","Jun-23-26 07:35:44 PDT","Aug-23-26 07:35:44 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158020154092",Cartier Leve 23mm WE800831 18K Yellow Gold Women's Watch,,18589,"1","FIXED_PRICE","USD",6950.0,,,6950.0,"0","","","Jun-23-26 08:27:00 PDT","Aug-23-26 08:27:00 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188551062936",Cartier Love 23mm WE800931 18K Yellow Gold Women's Watch,,18591,"1","FIXED_PRICE","USD",6950.0,,,6950.0,"0","2","0","Jun-23-26 08:27:06 PDT","Aug-23-26 08:27:06 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188551063146",Piaget Dancer 24x26mm PI0442 18K Yellow Gold Women's Watch,,18592,"1","FIXED_PRICE","USD",14000.0,,,14000.0,"0","3","0","Jun-23-26 08:27:15 PDT","Aug-23-26 08:27:15 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158023607524",Bulgari/Bvlgari Octo Finissimo 40mm 102714 Titanium Men's Watch,,18605,"1","FIXED_PRICE","USD",19355.0,,,19355.0,"0","7","0","Jun-24-26 10:56:34 PDT","Aug-24-26 10:56:34 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168488749096",Patek Philippe Twenty-4 25.5mm 4910/10A-011 Stainless Steel Watch,,18604,"1","FIXED_PRICE","USD",11630.0,,,11630.0,"0","5","0","Jun-24-26 10:56:46 PDT","Aug-24-26 10:56:46 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188556010174",Cartier Roadster 44x38.5mm W62031Y4 Stainless Steel Unisex Watch,,18579,"1","FIXED_PRICE","USD",8437.0,,,8437.0,"0","","","Jun-24-26 12:28:16 PDT","Aug-24-26 12:28:16 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188563732161",Cartier Santos 43mm WSSA0017 Stainless Steel Men's Watch,,18611,"1","FIXED_PRICE","USD",8540.0,,,8540.0,"0","","","Jun-26-26 07:33:24 PDT","Aug-26-26 07:33:24 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168494468913",Piaget Polo 25mm 7131 C 701 18K Yellow Gold Men's Watch,,18622,"1","FIXED_PRICE","USD",20385.0,,,20385.0,"0","12","0","Jun-26-26 10:21:04 PDT","Aug-26-26 10:21:04 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168494469316",Tiffany and Co Patek Movement Triple Sign Pocket Watch 50mm 18K Gold Watch,,18624,"1","FIXED_PRICE","USD",8025.0,,,8025.0,"0","4","0","Jun-26-26 10:21:10 PDT","Aug-26-26 10:21:10 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188586365324",Piaget Emperador XL 36x46mm P10446 18K Rose Gold Unisex Watch,,18639,"1","FIXED_PRICE","USD",13690.0,,,13690.0,"0","","","Jul-01-26 11:48:18 PDT","Sep-01-26 11:48:18 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168525562080",Cartier Ronde Louis 36mm WR007007 18K White Gold Unisex Watch,,18531,"1","FIXED_PRICE","USD",26050.0,,,26050.0,"0","2","0","Jul-09-26 08:21:55 PDT","Aug-09-26 08:21:55 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188622090432",Chopard Your Hour 31mmx28mm 17/3451 18K White Gold Women's Watch,,18645,"1","FIXED_PRICE","USD",10343.0,,,10343.0,"0","","","Jul-09-26 09:34:15 PDT","Aug-09-26 09:34:15 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188626421614",Patek Philippe Twenty-4 25mmx30mm 4920G-010 18K White Gold Women's Watch,,18649,"1","FIXED_PRICE","USD",13175.0,,,13175.0,"0","1","0","Jul-10-26 08:41:19 PDT","Aug-10-26 08:41:19 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158082637044",Cartier Drive Retrograde 41mm WSNM0005 Stainless Steel Men's Watch,,18511,"1","FIXED_PRICE","USD",6684.0,,,6684.0,"0","4","0","Jul-14-26 08:20:43 PDT","Aug-14-26 08:20:43 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188645307227",Cartier Tank Francaise 20X26mm W51008Q3 Stainless Steel Women's Watch,,18660,"1","FIXED_PRICE","USD",4128.0,,,4128.0,"0","2","0","Jul-15-26 11:46:02 PDT","Aug-15-26 11:46:02 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188650279571",Cartier  Santos de Cartier  35x41mm  WSSA0061 Stainless Steel Unisex Watch,,18672,"1","FIXED_PRICE","USD",8334.0,,,8334.0,"0","","","Jul-16-26 09:35:18 PDT","Aug-16-26 09:35:18 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168543002928",Cartier Rotonde Reversed Tourbillon 46mm W1556214  18K White Gold Men's Watch,,18680,"1","FIXED_PRICE","USD",83730.0,,,83730.0,"0","2","0","Jul-17-26 11:31:13 PDT","Aug-17-26 11:31:13 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158102348663",Van Cleef and Arpels Alhambra Talisman 40mm H45534 18K Rose Gold Women's Watch,,18679,"1","FIXED_PRICE","USD",19664.0,,,19664.0,"0","1","0","Jul-20-26 07:27:50 PDT","Aug-20-26 07:27:50 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158102380252",Van Cleef and Arpels Charms 38mm VCARM95100 18K Rose Gold Women's Watch,,18681,"1","FIXED_PRICE","USD",15750.0,,,15750.0,"0","","","Jul-20-26 07:36:13 PDT","Aug-20-26 07:36:13 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158102511196",Cartier Tortue 28mmx26mm WA5049W9 18K White Gold Women's Watch,,18694,"1","FIXED_PRICE","USD",25535.0,,,25535.0,"0","","","Jul-20-26 08:37:48 PDT","Aug-20-26 08:37:48 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188670805532",Cartier Ballon Bleu 33mm WE902080 Stainless Steel Women's Watch,,18677,"1","FIXED_PRICE","USD",9107.0,,,9107.0,"0","1","0","Jul-20-26 08:46:18 PDT","Aug-20-26 08:46:18 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168549978355",Cartier Tank Louis 22x29mm W1541056 18K White Gold Women's Watch,,18678,"1","FIXED_PRICE","USD",9364.0,,,9364.0,"0","5","0","Jul-20-26 08:46:29 PDT","Aug-20-26 08:46:29 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168549978451",Van Cleef and Arpels ALHAMBRA TALISMAN 40mm VCAR030000 18K White Gold Watch,,18682,"1","FIXED_PRICE","USD",18325.0,,,18325.0,"0","1","0","Jul-20-26 08:46:33 PDT","Aug-20-26 08:46:33 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158102523013",Cartier La Doña  28x28.5mm WE600251 18K Yellow Gold Women's Watch,,18683,"1","FIXED_PRICE","USD",11115.0,,,11115.0,"0","1","0","Jul-20-26 08:46:45 PDT","Aug-20-26 08:46:45 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158102523315",Patek Philippe Calatrava 36mm 5119R-001 18K Rose Gold Men's Watch,,18684,"1","FIXED_PRICE","USD",17398.0,,,17398.0,"0","2","0","Jul-20-26 08:46:52 PDT","Aug-20-26 08:46:52 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188670809230",Cartier Tank Francaise 20x26mm W51028Q3 Stainless Steel Women's Watch,,18685,"1","FIXED_PRICE","USD",5938.0,,,5938.0,"0","","","Jul-20-26 08:47:00 PDT","Aug-20-26 08:47:00 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188670809954",Cartier Ballon Bleu 32.5mm W6920070 18K Rose Gold/Stainless Steel Unisex Watch,,18686,"1","FIXED_PRICE","USD",7323.0,,,7323.0,"0","1","0","Jul-20-26 08:47:07 PDT","Aug-20-26 08:47:07 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168549980641",Cartier Ballon Bleu 28mm W69002Z2 18K Rose Gold Women's Watch,,18688,"1","FIXED_PRICE","USD",17810.0,,,17810.0,"0","2","0","Jul-20-26 08:47:19 PDT","Aug-20-26 08:47:19 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188670812960",Cartier Ballon Bleu 33mm W6920084 Stainless Steel Women's Watch,,18689,"1","FIXED_PRICE","USD",6258.0,,,6258.0,"0","","","Jul-20-26 08:47:39 PDT","Aug-20-26 08:47:39 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188670823633",Patek Philippe Calatrava 33mm 4897G-001 18K White Gold Women's Watch,,18690,"1","FIXED_PRICE","USD",16265.0,,,16265.0,"0","6","0","Jul-20-26 08:48:26 PDT","Aug-20-26 08:48:26 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188670825634",Vacheron Constantin 1972 21mmX37mm 25515/000R 18K Rose Gold Women's Watch,,18691,"1","FIXED_PRICE","USD",12145.0,,,12145.0,"0","1","0","Jul-20-26 08:48:34 PDT","Aug-20-26 08:48:34 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158102534383",Audemars Piguet Jules 39mm 15171OR.ZZ.A809CR.01 18K Rose Gold Men's Watch,,18692,"1","FIXED_PRICE","USD",21930.0,,,21930.0,"0","2","0","Jul-20-26 08:48:43 PDT","Aug-20-26 08:48:43 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168550287113",Cartier Love  23mm WE800631 18K Rose Gold Women's Watch,,18733,"1","FIXED_PRICE","USD",6950.0,,,6950.0,"0","","","Jul-20-26 11:45:58 PDT","Aug-20-26 11:45:58 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158103233423",Cartier Ballon Bleu 28mm W69007Z3 18K Yellow Gold/Stainless Steel Women's Watch,,18695,"1","FIXED_PRICE","USD",6258.0,,,6258.0,"0","2","0","Jul-20-26 13:11:15 PDT","Aug-20-26 13:11:15 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"168550426634",Cartier Ballon Bleu 36mm WJBB0010 18K Rose Gold Women's Watch,,18696,"1","FIXED_PRICE","USD",8386.0,,,8386.0,"0","1","0","Jul-20-26 13:11:29 PDT","Aug-20-26 13:11:29 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158103233538",Cartier Captive 27mm WG600007 18K Rose Gold Women's Watch,,18697,"1","FIXED_PRICE","USD",11115.0,,,11115.0,"0","3","0","Jul-20-26 13:11:31 PDT","Aug-20-26 13:11:31 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188671779257",Cartier Tank Française 25mm W4TA0009 Stainless Steel Women's Watch,,18699,"1","FIXED_PRICE","USD",8025.0,,,8025.0,"0","","","Jul-20-26 13:11:46 PDT","Aug-20-26 13:11:46 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158103234159",Cartier Tank Louis XL 32mmx40mm W1560034 18K Yellow Gold Unisex Watch,,18702,"1","FIXED_PRICE","USD",15287.0,,,15287.0,"0","3","0","Jul-20-26 13:12:49 PDT","Aug-20-26 13:12:49 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188671790629",Cartier Rotonde 40mm W1556252 18K Rose Gold Men's Watch,,18703,"1","FIXED_PRICE","USD",13175.0,,,13175.0,"0","","","Jul-20-26 13:12:57 PDT","Aug-20-26 13:12:57 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"158103234321",Cartier Ballon Bleu xl  W6920002 Stainless Steel Men's Watch,,18704,"1","FIXED_PRICE","USD",7589.0,,,7589.0,"0","","","Jul-20-26 13:13:06 PDT","Aug-20-26 13:13:06 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188671790986",Cartier Santos Demoiselle Mini 18x24mm W25077X9 18K Gold Watch,,18705,"1","FIXED_PRICE","USD",18325.0,,,18325.0,"0","3","0","Jul-20-26 13:13:12 PDT","Aug-20-26 13:13:12 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
"188671791136",Patek Philippe Calatrava 33mm 7119J-012 18K Yellow Gold Men's Watch,,18706,"1","FIXED_PRICE","USD",13690.0,,,13690.0,"0","0","0","Jul-20-26 13:13:22 PDT","Aug-20-26 13:13:22 PDT","Wristwatches","31387","","","Pre-owned - Good","","","","","","US","","",""
