"stockId","brand","modelNumber","serialNumber","condition","boxIncluded","papersIncluded","notes","wholesalePriceUSD","paperDate","dialType","braceletType","braceletLinkCount","primaryImage","image2","image3","image4","image5","enableOffers","enableOrders","minimumOffer","shippingMethod","paymentMethod"
"18102","Cartier","W8000021","306410304XX","Pre-owned","false","false","","20600","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-baignoire-44x34mm-w8000021-18k-rose-gold-womens-watch-FGIFpWmwiu.jpg","https://swissmadecorp.com/images/cartier-baignoire-44x34mm-w8000021-18k-rose-gold-womens-watch-4CIiHIHSI3.jpg","","","","false","false","","",""
"18105","Harry Winston","400/UAB136W","030696","Pre-owned","false","true","","18500","","Arabic Numerals","President","","https://swissmadecorp.com/images/harry-winston-ocean-bi-retro-day-date-38mm-400uab136w-18k-white-gold-womens-watch-E8mcrASeiF.jpg","","","","","false","false","","",""
"18111","Rolex","126334","7Z7420R5","Pre-owned","true","true","","15500","2020","Non-Numeric Hour Marks","Jubilee","","https://swissmadecorp.com/images/rolex-datejust-126334-68966.jpg","","","","","false","false","","",""
"18113","Rolex","18338","N24065","Pre-owned","false","false","","25000","1991","Non-Numeric Hour Marks","18K Yellow Gold","","https://swissmadecorp.com/images/rolex-day-date-36mm-118338-18k-yellow-gold-mens-watch-67689.jpg","","","","","false","false","","",""
"18117","Rolex","126334","7V1T4903","Unworn","true","true","","17500","2026","Non-Numeric Hour Marks","Jubilee","","https://swissmadecorp.com/images/rolex-datejust-41mm-126334-stainless-steel-mens-watch-92761.jpg","","","","","false","false","","",""
"18119","Rolex","126710GRNR","1Z26T683","Unworn","true","true","","21600","2026","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-gmt-master-ii-40mm-126710grnr-stainless-steel-mens-watch-QvtHac9CtV.jpg","","","","","false","false","","",""
"18121","Rolex","124200","02UP1055","Pre-owned","true","true","","7750","2021","Non-Numeric Hour Marks","Stainless Steel","","https://swissmadecorp.com/images/rolex-oyster-perpetual-no-date-34mm-124200-stainless-steel-womens-watch-pBK1VDInAX.jpg","","","","","false","false","","",""
"18131","Rolex","168623","3262X355","Pre-owned","false","true","","9600","2010","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-yacht-master-168623-96805.jpg","","","","","false","false","","",""
"18155","Bulgari/Bvlgari","BJ 02 ","G 1371","Pre-owned","false","false","","16000","","Non-Numeric Hour Marks","18K White Gold","","https://swissmadecorp.com/images/bulgaribvlgari-alveare-18mm-bj-02-18k-white-gold-womens-watch-8L5q3wJL78.jpg","","","","","false","false","","",""
"18159","Cartier","WT200006","3281775743RX","Pre-owned","false","true","","16500","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-tank-louis-40x35mm-wt200006-18k-white-gold-unisex-watch-xnOmUvjf9V.jpg","","","","","false","false","","",""
"18162","Cartier","WJ2005W3","256011645","Pre-owned","false","false","","18000","","Roman Numerals","18K White Gold","","https://swissmadecorp.com/images/cartier-laniere-wj2005w3-18k-white-gold-womens-watch-Wfnb0yzufy.jpg","","","","","false","false","","",""
"18168","Piaget","P10763","1118931","Unworn","false","false","","14500","","Non-Numeric Hour Marks","Leather","","https://swissmadecorp.com/images/piaget-altiplano-38mm-p10763-18k-rose-gold-unisex-watch-bmGmiFTOL2.jpg","","","","","false","false","","",""
"18173","Rolex","6623/8","E652060","Pre-owned","true","true","","9600","1997","Non-Numeric Hour Marks","Leather","","https://swissmadecorp.com/images/rolex-cellini-38mm-66238-18k-yellow-gold-mens-watch-HEHtCfK2ZN.jpg","","","","","false","false","","",""
"18176","Rolex","16700","U968231","Pre-owned","false","true","","14500","1999","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-gmt-master-ii-40mm-16700-stainless-steel-mens-watch-TNltAU4uDO.jpg","","","","","false","false","","",""
"18178","Rolex","5330","A778022","Pre-owned","false","false","","8850","1999","Roman Numerals","Leather","","https://swissmadecorp.com/images/rolex-cellini-36mm-5330-18k-yellow-gold-mens-watch-iuXCmqrPFO.jpg","","","","","false","false","","",""
"18179","Rolex","168622","Y184750","Pre-owned","false","false","","7000","2002","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-yacht-master-168622-89522.jpg","","","","","false","false","","",""
"18187","Chopard","4527","643882","Pre-owned","false","false","","5500","","No Hour Marks","Leather","","https://swissmadecorp.com/images/chopard-happy-diamonds-258mm-4527-18k-rose-gold-womens-watch-BJQHaWdEyW.jpg","","","","","false","false","","",""
"18237","Rolex","126600","Y0T07001","Pre-owned","true","true","","14000","2026","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-sea-dweller-126600-57312.jpg","","","","","false","false","","",""
"18238","Rolex","116520","644U5032","New (old stock)","true","true","","32500","2011","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-daytona-116520-52090.jpg","","","","","false","false","","",""
"18241","Rolex","226627","N8P92274","Unworn","true","true","","27450","2026","Non-Numeric Hour Marks","Titanium","","https://swissmadecorp.com/images/rolex-yacht-master-42mm-226627-titanium-mens-watch-pdutPVFoNu.jpg","","","","","false","false","","",""
"18245","Rolex","6623/8","S104409","Pre-owned","true","true","","18950","1995","Non-Numeric Hour Marks","18K Yellow Gold","","https://swissmadecorp.com/images/rolex-cellini-37mm-66238-18k-yellow-gold-mens-watch-egGfOHMuE3.jpg","","","","","false","false","","",""
"18252","Rolex","116500LN","33S22400","Pre-owned","true","true","","28000","2018","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-daytona-116500ln-46515.jpg","","","","","false","false","","",""
"18256","Rolex","116713LN","6081U9Q0","Pre-owned","false","false","","14000","2011-Present","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-gmt-master-ii-116713-42568.jpg","","","","","false","false","","",""
"18257","Rolex","16622","Z361848","Pre-owned","false","false","","9750","2006-2007","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-yacht-master-16622-37826.jpg","","","","","false","false","","",""
"18262","Piaget","84023 K81","847979-02","Vintage","false","false","","14500","","Non-Numeric Hour Marks","18K White Gold","","https://swissmadecorp.com/images/piaget-dancer-32mm-84023-k81-18k-white-gold-unisex-watch-irVOMxiv80.jpg","","","","","false","false","","",""
"18287","Rolex","126713GRNR","661R6450","Unworn","true","true","","24750","2026","Non-Numeric Hour Marks","Jubilee","","https://swissmadecorp.com/images/rolex-gmt-master-ii-40mm-126713grnr-18k-yellow-goldstainless-steel-mens-watch-lL7rWiDQES.jpg","","","","","false","false","","",""
"18289","Rolex","126900","22F566X1","Unworn","true","true","","11000","2026","Arabic Numerals","Oyster","","https://swissmadecorp.com/images/rolex-air-king-126900-42916.jpg","","","","","false","false","","",""
"18298","Cartier","W1507651","14200R30731","Pre-owned","false","false","","9000","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-diabolo-33mm-w1507651-18k-yellow-gold-womens-watch-HABfzSBvwI.jpg","","","","","false","false","","",""
"18299","Cartier","W3014356","2393MG278179","Pre-owned","false","false","","13500","","Arabic Numerals","Leather","","https://swissmadecorp.com/images/cartier-pasha-38mm-w3014356-18k-yellow-gold-unisex-watch-e74RLhfBRu.jpg","","","","","false","false","","",""
"18304","Rolex","126303","7740H1W2","Unworn","false","true","","17000","2025","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-datejust-41mm-126303-Q2PVqbPcfk.jpg","","","","","false","false","","",""
"18305","Rolex","126303","331047Q6","Pre-owned","false","true","","19000","2025","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-datejust-ii-41mm-126303-18k-yellow-goldstainless-steel-mens-watch-XZUt7YlV4e.jpg","","","","","false","false","","",""
"18306","Rolex","126301","84SD6817","Unworn","false","true","","17800","2026","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-datejust-41mm-126301-18k-rose-goldstainless-steel-mens-watch-ZlgnCiWAPL.jpg","","","","","false","false","","",""
"18307","Rolex","268622","DY665058","Unworn","false","true","","14500","2024","No Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-yacht-master-37-268622-17131.jpg","","","","","false","false","","",""
"18308","Rolex","124273","9338X6J1","Unworn","false","true","","15000","2025","Arabic Numerals","Oyster","","https://swissmadecorp.com/images/rolex-explorer-124273-32101.jpg","","","","","false","false","","",""
"18309","Rolex","16233","L491284","Pre-owned","false","false","","8000","1989","Non-Numeric Hour Marks","Jubilee","","https://swissmadecorp.com/images/rolex-datejust-36mm-16233-18k-yellow-goldstainless-steel-mens-watch-LYtfopKKbj.jpg","","","","","false","false","","",""
"18312","Rolex","116333","4063Y413","Pre-owned","false","false","","13000","2011-Present","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-datejust-ii-116333-71193.jpg","","","","","false","false","","",""
"18317","Cartier","W2009251","2788626610RX","Pre-owned","false","true","","9850","2020","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-dumont-385mmx303mm-w2009251-18k-rose-gold-unisex-watch-34652.jpg","https://swissmadecorp.com/images/cartier-dumont-385x303mm-w2009251-18k-rose-gold-unisex-watch-HHHzZmkACS.jpg","https://swissmadecorp.com/images/cartier-dumont-385x303mm-w2009251-18k-rose-gold-unisex-watch-kWYIDJhQXr.jpg","https://swissmadecorp.com/images/cartier-dumont-385x303mm-w2009251-18k-rose-gold-unisex-watch-dPb70T6L3G.jpg","https://swissmadecorp.com/images/cartier-dumont-385x303mm-w2009251-18k-rose-gold-unisex-watch-IoDDO1bURQ.jpg","false","false","","",""
"18325","Cartier","W2009251","2788620525UX","Pre-owned","false","false","","9500","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-santos-dumont-w2009251-31709.jpg","https://swissmadecorp.com/images/cartier-santos-dumont-38x30mm-w2009251-18k-rose-gold-mens-watch-rjFJWIXBv6.jpg","https://swissmadecorp.com/images/cartier-santos-dumont-38x30mm-w2009251-18k-rose-gold-mens-watch-E9aOqgDyAP.jpg","https://swissmadecorp.com/images/cartier-santos-dumont-38x30mm-w2009251-18k-rose-gold-mens-watch-qEUWKYJJeJ.jpg","https://swissmadecorp.com/images/cartier-santos-dumont-38x30mm-w2009251-18k-rose-gold-mens-watch-ITiNquOaBe.jpg","false","false","","",""
"18345","Rolex","126234","923PR179","Pre-owned","true","true","","14000","2024","Non-Numeric Hour Marks","Jubilee","","https://swissmadecorp.com/images/rolex-datejust-36mm-126234-stainless-steel-unisex-watch-66916.jpg","","","","","false","false","","",""
"18346","Rolex","116520","G638374","New (old stock)","true","true","","26000","2013","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-daytona-116520-52090.jpg","","","","","false","false","","",""
"18347","Rolex","116523","M727118","Pre-owned","false","false","","20500","2008","Arabic Numerals","Oyster","","https://swissmadecorp.com/images/rolex-daytona-40mm-116523-18k-yellow-goldstainless-steel-mens-watch-4PPIrTbrYY.jpg","","","","","false","false","","",""
"18356","Patek Philippe","4868G","3309118/4349829","Pre-owned","false","false","","10550","","Roman Numerals","Satin","","https://swissmadecorp.com/images/patek-philippe-gondolo-28mm-4868g-18k-white-gold-womens-watch-c6yoRYCZon.jpg","","","","","false","false","","",""
"18361","Cartier","W2009251","278854268UX","Pre-owned","false","false","","8800","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-santos-dumont-w2009251-31709.jpg","","","","","false","false","","",""
"18365","Van Cleef & Arpels","VCARO30200","HH5297/257274","Pre-owned","false","false","","18800","","No Hour Marks","Satin","","https://swissmadecorp.com/images/van-cleef-arpels-alhambra-talisman-40mm-vcaro30200-18k-rose-gold-womens-watch-ZWcG1es08L.jpg","","","","","false","false","","",""
"18373","Patek Philippe","4890J-001","3077915/4005751","Pre-owned","false","false","","10500","","Roman Numerals","Leather","","https://swissmadecorp.com/images/patek-philippe-calatrava-28mm-4890j-001-18k-yellow-gold-womens-watch-SqSnSk87NR.jpg","","","","","false","false","","",""
"18381","Bulgari/Bvlgari","SPC35WG","PO 0662","Pre-owned","false","false","","9600","","Roman Numerals","Ceramic","","https://swissmadecorp.com/images/bulgaribvlgari-serpenti-spiga-3523mm-spc35wg-ceramic-womens-watch-kd5FQrk2Qi.jpg","https://swissmadecorp.com/images/bulgaribvlgari-serpenti-spiga-3523mm-spc35wg-ceramic-womens-watch-kK4sk9HFD9.jpg","https://swissmadecorp.com/images/bulgaribvlgari-serpenti-spiga-3523mm-spc35wg-ceramic-womens-watch-2KOzrbVlvc.jpg","","","false","false","","",""
"18393","Cartier","WSPN0007","4016868574XX","Pre-owned","false","true","","5500","2019","Roman Numerals","Stainless Steel","","https://swissmadecorp.com/images/cartier-panthere-wspn0007-39776.jpg","","","","","false","false","","",""
"18401","Cartier","W1546051","2763013","Pre-owned","false","false","","19000","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-tortue-xl-48x38mm-w1546051-18k-rose-gold-mens-watch-jJ2DPRsOeK.jpg","","","","","false","false","","",""
"18450","Rolex","218238","CD798438","Pre-owned","false","false","","42500","2011-Present","Non-Numeric Hour Marks","President","","https://swissmadecorp.com/images/rolex-day-date-41mm-218238-18k-yellow-gold-mens-watch-3iIahJ2tEK.jpg","","","","","false","false","","",""
"18462","Rolex","16518","T375732","Pre-owned","false","false","","26000","1996","Arabic Numerals","Leather","","https://swissmadecorp.com/images/rolex-daytona-40mm-16518-u72IprBdqP.jpg","","","","","false","false","","",""
"18464","Rolex","116681","764D62G5","Pre-owned","true","true","","22500","2015","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-yacht-master-116681-89296.jpg","","","","","false","false","","",""
"18467","Blancpain","5018-1230-64A","74","New (old stock)","true","true","","30000","2022","Arabic Numerals","Rubber","","https://swissmadecorp.com/images/blancpain-fifty-fathoms-x-fathoms-5565mm-5018-1230-64a-titanium-mens-watch-oTA5F4sabe.jpg","","","","","false","false","","",""
"18469","Rolex","16233","X536453","Pre-owned","false","false","","7500","1991","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-datejust-36mm-116233-18k-yellow-goldstainless-steel-unisex-watch-57798.jpg","","","","","false","false","","",""
"18488","Rolex","126231","3GH02753","Unworn","true","true","","18550","2025","Non-Numeric Hour Marks","Jubilee","","https://swissmadecorp.com/images/rolex-datejust-126231-74515.jpg","","","","","false","false","","",""
"18489","Rolex","126301","0U7656D1","Unworn","true","true","","17000","2026","Non-Numeric Hour Marks","18K Rose Gold/Stainless Steel","","https://swissmadecorp.com/images/rolex-datejust-41mm-126301-18k-rose-gold-mens-watch-WilkSKrRnd.jpg","","","","","false","false","","",""
"18490","Rolex","126300","G587M640","Unworn","true","true","","12750","2025","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-datejust-41mm-126300-stainless-steel-mens-watch-53473.jpg","","","","","false","false","","",""
"18491","Breguet","8928BB/8D/844.DD0D","3073X","Pre-owned","true","false","","29500","","Arabic Numerals","Satin","","https://swissmadecorp.com/images/breguet-reine-de-naples-24mm-8928bb8d844dd0d-18k-white-gold-womens-watch-I4355OflHW.jpg","","","","","false","false","","",""
"18500","Cartier","WB520005","303377153SX","Pre-owned","false","true","3033140255RX","21000","","Roman Numerals","Satin","","https://swissmadecorp.com/images/cartier-baignoire-wb520005-47186.jpg","","","","","false","false","","",""
"18501","Rolex","126334","4075K329","Pre-owned","true","true","","","2020","Roman Numerals","Oyster","","https://swissmadecorp.com/images/rolex-datejust-41mm-126334-stainless-steel-mens-watch-S32V5l5eau.jpg","","","","","false","false","","",""
"18507","Cartier","W1560017","3280775500RX","Pre-owned","false","false","","13000","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-tank-louis-xl-40x32mm-w1560017-18k-rose-gold-mens-watch-ofKXxd06vL.jpg","","","","","false","false","","",""
"18515","Cartier","W62031Y4","2510451924NX","Pre-owned","false","false","","7500","","Roman Numerals","18K Yellow Gold/Stainless Steel","","https://swissmadecorp.com/images/cartier-roadster-443mmx387mm-w62031y4-stainless-steel-unisex-watch-kGWdb3Ad0a.jpg","","","","","false","false","","",""
"18518","Cartier","HPI01261"," 4061C057/100","Pre-owned","true","true","","90000","2021","Non-Numeric Hour Marks","Leather","","https://swissmadecorp.com/images/cartier-revelation-dune-panthere-37mm-hpi01261-18k-rose-gold-unisex-watch-yHkhdb4Wm7.jpg","","","","","false","false","","",""
"18519","Cartier","W2009251","2788626402QX","Pre-owned","false","true","","8800","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-santos-dumont-w2009251-31709.jpg","","","","","false","false","","",""
"18524","Cartier","WH100351"," 2788626227QX","Pre-owned","true","true","","14500","2016","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-santos-dumont-30x38mm-wh100351-18k-rose-gold-womens-watch-qCSRLCBI1b.jpg","","","","","false","false","","",""
"18528","Cartier","W2009251","278836014VX","Pre-owned","true","true","","8800","2016","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-santos-dumont-w2009251-31709.jpg","","","","","false","false","","",""
"18531","Cartier","WR007007","356145931TX","Pre-owned","false","false","","25000","","No Hour Marks","Leather","","https://swissmadecorp.com/images/cartier-ronde-louis-36mm-wr007007-18k-white-gold-unisex-watch-ZsWVPhXnkD.jpg","","","","","false","false","","",""
"18535","Cartier","W2009251","2788626397QX","Pre-owned","false","false","","8800","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-santos-dumont-w2009251-31709.jpg","","","","","false","false","","",""
"18536","Cartier","WR007003","326972800RX","Pre-owned","false","false","","28000","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-ronde-louis-42mm-wr007003-18k-white-gold-unisex-watch-XLjuF3mlpH.jpg","","","","","false","false","","",""
"18541","Cartier","W640070I","3083118962NX","Pre-owned","false","false","","17000","","Roman Numerals","18K Rose Gold","","https://swissmadecorp.com/images/cartier-la-dona-1816mm-w640070i-18k-rose-gold-womens-watch-a1y9n9QJ9Q.jpg","","","","","false","false","","",""
"18544","Omega","323.10.40.40.04.001","85447590","Pre-owned","false","true","","4500","","Arabic Numerals","Stainless Steel","","https://swissmadecorp.com/images/omega-speedmaster-date-olympic-timeless-40mm-32310404004001-stainless-steel-mens-watch-s291sMAIQY.jpg","","","","","false","false","","",""
"18547","Cartier","WHCL0002","382810137WX","Pre-owned","false","false","","38000","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-cle-de-cartier-mysterious-hour-41mm-whcl0002-18k-rose-gold-unisex-watch-k3PnZf0NB2.jpg","","","","","false","false","","",""
"18554","Cartier","W1560017","3280774445RX","Pre-owned","false","false","","14100","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-tank-louis-xl-40x32mm-w1560017-18k-rose-gold-mens-watch-l4wS2vyq6H.jpg","https://swissmadecorp.com/images/cartier-tank-louis-xl-40x32mm-w1560017-18k-rose-gold-mens-watch-oTfJBw6qZk.jpg","https://swissmadecorp.com/images/cartier-tank-louis-xl-40x32mm-w1560017-18k-rose-gold-mens-watch-Q4zvjgaeZB.jpg","https://swissmadecorp.com/images/cartier-tank-louis-xl-40x32mm-w1560017-18k-rose-gold-mens-watch-1aVLulvcoU.jpg","","false","false","","",""
"18561","Cartier","WT200006","3281695101SX","Pre-owned","false","false","","16500","","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-tank-louis-40x35mm-wt200006-18k-white-gold-unisex-watch-xnOmUvjf9V.jpg","","","","","false","false","","",""
"18567","Van Cleef & Arpels","257274","HH71010","Pre-owned","false","false","","18800","","No Hour Marks","Satin","","https://swissmadecorp.com/images/van-cleef-arpels-alhambra-talisman-40mm-257274-18k-rose-gold-womens-watch-Q5jK7NGExe.jpg","","","","","false","false","","",""
"18569","Patek Philippe","4830G","1967143/4031948","Pre-owned","false","false","","12500","","Roman Numerals","Leather","","https://swissmadecorp.com/images/patek-philippe-golden-ellipse-23x25mm-4830g-18k-white-gold-womens-watch-DGIddV2FcG.jpg","","","","","false","false","","",""
"18573","Cartier","WB704851","250598063RX","Pre-owned","false","true","","15500","2014","Roman Numerals","Leather","","https://swissmadecorp.com/images/cartier-tank-americaine-26x45mm-wb704851-18k-rose-gold-womens-watch-42Ug0jPg6S.jpg","","","","","false","false","","",""
"18577","Cartier","W2PN0007","4017116858WX","Pre-owned","false","true","","9200","2017","Roman Numerals","18K Yellow Gold/Stainless Steel","","https://swissmadecorp.com/images/cartier-panthere-w2pn0007-69365.jpg","https://swissmadecorp.com/images/cartier-panthere-27x37mm-w2pn0007-18k-yellow-goldstainless-steel-womens-watch-1DyQN7lMVi.jpg","https://swissmadecorp.com/images/cartier-panthere-27x37mm-w2pn0007-18k-yellow-goldstainless-steel-womens-watch-0fPQ6w2UIW.jpg","https://swissmadecorp.com/images/cartier-panthere-27x37mm-w2pn0007-18k-yellow-goldstainless-steel-womens-watch-lyw3N6Cdtz.jpg","https://swissmadecorp.com/images/cartier-panthere-27x37mm-w2pn0007-18k-yellow-goldstainless-steel-womens-watch-R9LhaLZSEQ.jpg","false","false","","",""
"18592","Piaget","PI0442","980284","Pre-owned","false","true","","13000","2014","Arabic Numerals","Satin","","https://swissmadecorp.com/images/piaget-dancer-24x26mm-pi0442-18k-yellow-gold-womens-watch-rKp0AaoqAH.jpg","","","","","false","false","","",""
"18606","Rolex","16628","K766148","Pre-owned","true","true","","28500","2003","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-yacht-master-16628-66827.jpeg","","","","","false","false","","",""
"18609","Rolex","336934","W69600J4","Unworn","false","true","","26500","2025","Arabic Numerals","Jubilee","","https://swissmadecorp.com/images/rolex-sky-dweller-336934-44930.jpg","","","","","false","false","","",""
"18613","Rolex","126333","2FG11323","Pre-owned","true","true","","15500","2018","Roman Numerals","Oyster","","https://swissmadecorp.com/images/rolex-datejust-41mm-126333-18k-yellow-goldstainless-steel-mens-watch-27434.jpg","","","","","false","false","","",""
"18615","Rolex","16613","P158994","Pre-owned","false","false","","11500","2000","No Hour Marks","18K Yellow Gold/Stainless Steel","","https://swissmadecorp.com/images/rolex-submariner-40mm-16613-18k-yellow-goldstainless-steel-mens-watch-TZiMISCN1O.jpg","","","","","false","false","","",""
"18616","Rolex","179174","M943603","Pre-owned","false","false","","7350","2008","Non-Numeric Hour Marks","Jubilee","","https://swissmadecorp.com/images/rolex-datejust-26mm-179174-stainless-steel-womens-watch-WB7KR1Zuyp.jpg","","","","","false","false","","",""
"18617","Rolex","16710","P116954","Pre-owned","false","false","","14000","2000","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-gmt-master-ii-40mm-16710-stainless-steel-mens-watch-FRRtxnolaP.jpg","","","","","false","false","","",""
"18622","Piaget","7131 C 701","372020","Pre-owned","false","false","","19500","","No Hour Marks","18K Yellow Gold","","https://swissmadecorp.com/images/piaget-polo-25mm-7131-c-701-18k-yellow-gold-mens-watch-xHRlTXJsxQ.jpg","","","","","false","false","","",""
"18626","Rolex","16518","U234214","Pre-owned","false","true","","32500","2001","Arabic Numerals","Leather","","https://swissmadecorp.com/images/rolex-daytona-40mm-16518-18k-yellow-gold-mens-watch-Rvin7xyMel.jpg","","","","","false","false","","",""
"18630","Vacheron Constantin","X40A2656","2159638","Pre-owned","false","true","","18500","","Arabic Numerals","Leather","","https://swissmadecorp.com/images/vacheron-constantin-x40a2656-40-x40a2656-stainless-steel-mens-watch-ukoxFP3jnz.jpg","","","","","false","false","","",""
"18632","Rolex","116520","F439721","Pre-owned","false","true","","26500","2004","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-daytona-116520-84069.jpg","","","","","false","false","","",""
"18633","Rolex","16628","K766142","Pre-owned","false","true","","28000","2001","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-yacht-master-16628-66827.jpeg","","","","","false","false","","",""
"18637","Rolex","16713","X637398","Pre-owned","false","false","","12500","1991","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-gmt-master--ii-16713-73356.jpg","","","","","false","false","","",""
"18638","Rolex","16233","T723158","Pre-owned","false","false","","7500","1996","Non-Numeric Hour Marks","Jubilee","","https://swissmadecorp.com/images/rolex-datejust-36mm-16233-18k-yellow-goldstainless-steel-mens-watch-LYtfopKKbj.jpg","","","","","false","false","","",""
"18639","Piaget","P10446","1048689","Pre-owned","false","true","","13000","2014","Non-Numeric Hour Marks","Leather","","https://swissmadecorp.com/images/piaget-emperador-xl-36x46mm-p10446-18k-rose-gold-unisex-watch-Nn2JVQ3Vjm.jpg","","","","","false","false","","",""
"18640","Rolex","116713LN","G477711","Pre-owned","false","true","","15000","2012","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-gmt-master-ii-116713-42568.jpg","","","","","false","false","","",""
"18644","Ebel","","77300037","Pre-owned","false","false","","22000","","Non-Numeric Hour Marks","Leather","","https://swissmadecorp.com/images/ebel-1911-la-carree-41mm-18k-white-gold-mens-watch-0FCjRrnwmk.jpg","","","","","false","false","","",""
"18645","Chopard","17/3451","515345/4661","Pre-owned","false","false","","12500","","Roman Numerals","Leather","","https://swissmadecorp.com/images/chopard-your-hour-31mmx28mm-173451-18k-white-gold-womens-watch-ng22yq48Nl.jpg","","","","","false","false","","",""
"18646","Franck Muller","2852 SC DP CD","24","Pre-owned","false","false","","12500","","Arabic Numerals","Leather","","https://swissmadecorp.com/images/franck-muller-cintre-curvex-30mmx42mm-2852-sc-dp-cd-18k-white-gold-unisex-watch-Dc7dXBlNsE.jpg","","","","","false","false","","",""
"18650","Rolex","116520","Z660211","Pre-owned","false","true","","26000","2006-2007","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-daytona-116520-61911.jpg","","","","","false","false","","",""
"18652","Rolex","69173","S683509","Pre-owned","false","false","","6500","1994","Roman Numerals","Oyster","","https://swissmadecorp.com/images/rolex-datejust-26mm-69173-18k-yellow-goldstainless-steel-womens-watch-0MWKzwmW9C.jpg","","","","","false","false","","",""
"18653","Rolex","16523","T907517","Pre-owned","false","false","","18500","1996","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-daytona-40mm-16523-18k-yellow-goldstainless-steel-mens-watch-BCm8W21Rq7.jpg","","","","","false","false","","",""
"18654","Breguet","5837BR/92/5ZU","983AB","Pre-owned","true","true","","61500","","Roman Numerals","Rubber","","https://swissmadecorp.com/images/breguet-marine-tourbillon-chronograph-42mm-5837br925zu-18k-rose-gold-mens-watch-lIp92MXnVP.jpg","","","","","false","false","","",""
"18656","Rolex","69178","8618922","Pre-owned","false","false","","12500","","Non-Numeric Hour Marks","President","","https://swissmadecorp.com/images/rolex-datejust-26mm-69178-18k-yellow-gold-womens-watch-mnltvkv38v.jpg","","","","","false","false","","",""
"18661","Rolex","126710BLNR","0Q7Q9093","Pre-owned","true","true","","","2020","Non-Numeric Hour Marks","Jubilee","","https://swissmadecorp.com/images/rolex-gmt-master-ii-126710blnr-66346.jpg","","","","","false","false","","",""
"18662","Rolex","116400GV","6V6M4637","Pre-owned","true","true","","14500","2016","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-milgauss-116400gv-35173.jpg","","","","","false","false","","",""
"18663","Rolex","114060","2729R2C6","Pre-owned","true","true","","13500","2011-Present","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-submariner-116610ln-76474.jpg","","","","","false","false","","",""
"18664","Rolex","126610LV","7Z7S5953","Pre-owned","false","false","","14250","2011-Present","Non-Numeric Hour Marks","Oyster","","https://swissmadecorp.com/images/rolex-submariner-126610lv-47162.jpg","","","","","false","false","","",""
