id,title,description,link,image_link,availability,expiration_date,price,google_product_category,brand,MPN,identifier_exists,condition,age_group,color,gender,material,shipping,tax
17465,"Rolex Date 36mm 15200 Stainless Steel Mens Watch","Pre-owned  Rolex Date 36mm 15200 oyster strap, stainless steel bezel, on white face watch.",https://swissmadecorp.com/product-details/rolex-date-15200-white-nrzs-47128,https://swissmadecorp.com/images/rolex-date-36mm-15200-stainless-steel-mens-watch-vtxEd393bB.jpg,in_stock,,"6180.00 USD",201,Rolex,15200,false,used,adult,White,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17483,"Jaeger-LeCoultre Reverso Memory 23x39mm 255.8.82  Stainless Steel Mens Watch","Pre-owned  Jaeger-LeCoultre Reverso Memory 23x39mm 255.8.82  leather strap, stainless steel bezel, on silver face watch.",https://swissmadecorp.com/product-details/jaeger-lecoultre-reverso-memory-255-8-82-silver-gizs-65996,https://swissmadecorp.com/images/the-jaeger-lecoultre-RKyJeU7PgL.jpg,in_stock,,"8034.00 USD",201,Rolex,"255.8.82 ",false,used,adult,Silver,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17496,"Cartier Captive 35mm WG600012 18K White Gold Womens Watch","Pre-owned  Cartier Captive 35mm WG600012 satin strap, 18k white gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-captive-wg600012-silver-xozs-49090,https://swissmadecorp.com/images/cartier-captive-35mm-wg600012-18k-white-gold-womens-watch-Xifripd4Rp.jpg,in_stock,,"15450.00 USD",201,Rolex,WG600012,false,used,adult,Silver,female,"18K White Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17524,"Rolex DateJust 36 mm 116234","Pre-owned  Rolex DateJust 36mm 116234 oyster strap, stainless steel bezel, on white face watch.",https://swissmadecorp.com/product-details/rolex-datejust-116234-white-ozsz-27942,https://swissmadecorp.com/images/rolex-datejust-36-mm-116234-bOmZRWyxhO.jpg,in_stock,,"11845.00 USD",201,Rolex,116234,false,used,adult,White,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17529,"Rolex Sky Dweller 42mm 336934 Stainless Steel Mens Watch","New  Rolex Sky Dweller 42mm 336934 stainless steel strap, stainless steel bezel, on green face watch.",https://swissmadecorp.com/product-details/rolex-sky-dweller-336934-green-irazs-79216,https://swissmadecorp.com/images/rolex-sky-dweller-42mm-336934-stainless-steel-mens-watch-ohUREgqLmS.jpg,in_stock,,"29870.00 USD",201,Rolex,336934,false,used,adult,Green,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17535,"Rolex Datejust 41mm 126300 Stainless Steel Mens Watch","New  Rolex Datejust 41mm 126300 jubilee strap, stainless steel bezel, on mint green face watch.",https://swissmadecorp.com/product-details/rolex-datejust-126300-mint-green-kazsz-47675,https://swissmadecorp.com/images/rolex-datejust-41mm-126300-stainless-steel-mens-watch-qXKhkWi62F.jpg,in_stock,,"14420.00 USD",201,Rolex,126300,false,used,adult,"Mint Green",female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17565,"Cartier Baignoire 44x34mm WB520003 18K Rose Gold Womens Watch","Pre-owned  Cartier Baignoire 44x34mm WB520003 18k rose gold strap, 18k rose gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-baignoire-wb520003-silver-ierzs-71977,https://swissmadecorp.com/images/cartier-baignoire-44x34mm-wb520003-18k-rose-gold-womens-watch-34640.jpg,in_stock,,"44290.00 USD",201,Rolex,WB520003,false,used,adult,Silver,female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17588,"Hermes Arceau Harnais Français Remix 38mm 052811WW00 18K White Gold Womens Watch","Pre-owned  Hermes Arceau Harnais Français Remix 38mm 052811WW00 leather strap, 18k white gold bezel, on  artistic dial face watch.",https://swissmadecorp.com/product-details/hermes-arceau-harnais-français-remix-052811ww00-artistic-dial-kaozs-14234,https://swissmadecorp.com/images/hermes-arceau-harnais-francais-remix-38mm-052811ww00-18k-white-gold-womens-watch-aofbOe8HvR.jpg,in_stock,,"27295.00 USD",201,Rolex,052811WW00,false,used,adult," Artistic Dial",female,"18K White Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17604,"Cartier Ronde Louis 42mm WR007004 18K White Gold Unisex Watch","Pre-owned  Cartier Ronde Louis 42mm WR007004 leather strap, 18k white gold bezel, on white face watch.",https://swissmadecorp.com/product-details/cartier-ronde-louis-wr007004-white-kzrzs-22507,https://swissmadecorp.com/images/cartier-ronde-louis-42mm-wr007004-18k-white-gold-unisex-watch-TJvoiwxStH.jpg,out_of_stock,2026-07-28T06:00-0400,"18025.00 USD",201,Rolex,WR007004,false,used,adult,White,female,"18K White Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17623,"Cartier Baignoire 44x34mm WB520003 18K Rose Gold Womens Watch","Pre-owned  Cartier Baignoire 44x34mm WB520003 18k rose gold strap, 18k rose gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-baignoire-wb520003-silver-ienrz-65094,https://swissmadecorp.com/images/cartier-baignoire-44x34mm-wb520003-18k-rose-gold-womens-watch-34640.jpg,in_stock,,"40170.00 USD",201,Rolex,WB520003,false,used,adult,Silver,female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17624,"Cartier Cle 35mm WJCL0048 18K Rose Gold Womens Watch","Pre-owned  Cartier Cle 35mm WJCL0048 leather strap, 18k rose gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-cle-wjcl0048-silver-ezsz-33065,https://swissmadecorp.com/images/cartier-cle-35mm-wjcl0048-18k-rose-gold-womens-watch-KrgQ2iHaqn.jpg,in_stock,,"11330.00 USD",201,Rolex,WJCL0048,false,used,adult,Silver,female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17631,"Rolex Submariner 40mm 16610 Stainless Steel Mens Watch","Pre-owned  Rolex Submariner 40mm 16610 oyster strap, stainless steel bezel, on black face watch.",https://swissmadecorp.com/product-details/rolex-submariner-16610-black-lzsz-47516,https://swissmadecorp.com/images/rolex-submariner-40mm-16610-stainless-steel-mens-watch-YKRlzUSZfO.jpg,in_stock,,"10094.00 USD",201,Rolex,16610,false,used,adult,Black,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17633,"Cartier Lanières Mini 16x27mm W1537238 18K Yellow Gold Womens Watch","Pre-owned  Cartier Lanières Mini 16x27mm W1537238 fabric strap, 18k yellow gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-lanières-mini-w1537238-silver-nlrz-84496,https://swissmadecorp.com/images/cartier-lanieres-mini-16x27mm-w1537238-18k-yellow-gold-womens-watch-oSy5J6Wkwf.jpg,out_of_stock,2026-07-28T06:00-0400,"6953.00 USD",201,Rolex,W1537238,false,used,adult,Silver,female,"18K Yellow Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17663,"Cartier Tank Louis XL 39.2mmx30.0mm W1560003 18K Rose Gold Mens Watch","Pre-owned  Cartier Tank Louis XL 39.2mmx30.0mm W1560003 leather strap, 18k rose gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-tank-louis-xl-w1560003-silver-xorz-93022,https://swissmadecorp.com/images/cartier-tank-louis-xl-392x300mm-w1560003-18k-rose-gold-mens-watch-57032.jpg,out_of_stock,2026-07-28T06:00-0400,"14935.00 USD",201,Rolex,W1560003,false,used,adult,Silver,female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17665,"Hermes Heure H 21x30mm HH4.272 18K Rose Gold Womens Watch","Pre-owned  Hermes Heure H 21x30mm HH4.272 leather strap, 18k rose gold bezel, on green face watch.",https://swissmadecorp.com/product-details/hermes-heure-h-w054095ww00-green-okzs-87571,https://swissmadecorp.com/images/hermes-heure-h-25x30mm-w054095ww00-18k-rose-gold-womens-watch-scdJpot1T1.jpg,in_stock,,"10094.00 USD",201,Rolex,HH4.272,false,used,adult,Green,female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17674,"Rolex Explorer II 42mm 226570 Stainless Steel Mens Watch","Pre-owned  Rolex Explorer II 42mm 226570 oyster strap, stainless steel bezel, on black face watch.",https://swissmadecorp.com/product-details/rolex-explorer-ii-226570-black-exzs-72214,https://swissmadecorp.com/images/rolex-explorer-ii-42mm-226570-stainless-steel-mens-watch-tJSLrgjNUE.jpg,in_stock,,"12360.00 USD",201,Rolex,226570,false,used,adult,Black,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17675,"Rolex GMT MASTER II - SPRITE 40mm 126720 Stainless Steel Mens Watch","Pre-owned  Rolex GMT MASTER II  SPRITE 40mm 3N678099 jubilee strap, stainless steel bezel, on black face watch.",https://swissmadecorp.com/product-details/rolex-gmt-master-ii-sprite-126720vtnr-black-krlzs-85453,https://swissmadecorp.com/images/rolex-gmt-master-ii-sprite-126720-16833.jpg,in_stock,,"20085.00 USD",201,Rolex,3N678099,false,used,adult,Black,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17680,"Hermes Kelly 17mm KE4.171 18K Rose Gold Womens Watch","Pre-owned  Hermes Kelly 17mm 056853WW00 18k rose gold strap, 18k rose gold bezel, on mother of pearl face watch.",https://swissmadecorp.com/product-details/hermes-kelly-056853ww00-mother-of-pearl-kgrzs-98208,https://swissmadecorp.com/images/hermes-kelly-17mm-ke4171-18k-rose-gold-womens-watch-v2KTIWEqt8.jpg,out_of_stock,2026-07-28T06:00-0400,"25235.00 USD",201,Rolex,056853WW00,false,used,adult,"Mother of Pearl",female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17681,"Rolex Datejust 31mm 278271 18K Rose Gold/Stainless Steel Womens Watch","Pre-owned  Rolex Datejust 31mm 278271 jubilee strap, 18k rose gold/stainless steel bezel, on rose roman face watch.",https://swissmadecorp.com/product-details/rolex-datejust-278271-rose-roman-kirar-18212,https://swissmadecorp.com/images/rolex-datejust-278271-24530.jpg,in_stock,,"15965.00 USD",201,Rolex,278271,false,used,adult,"Rose Roman",female,"18K Rose Gold/Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17682,"Rolex Yacht-Master 30mm 69623 18K Yellow Gold/Stainless Steel Womens Watch","Pre-owned  Rolex YachtMaster 30mm 69623 oyster strap, 18k yellow gold/stainless steel bezel, on white face watch.",https://swissmadecorp.com/product-details/rolex-yacht-master-68623-white-glra-79984,https://swissmadecorp.com/images/rolex-yacht-master-30-68623-18k-yellow-goldstainless-steel-womens-watch-LPLnMDtbDo.jpg,in_stock,,"7725.00 USD",201,Rolex,69623,false,used,adult,White,female,"18K Yellow Gold/Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17684,"Rolex DateJust 26mm 69158 18K Yellow Gold Womens Watch","Pre-owned  Rolex DateJust 26mm 69158 18k yellow gold strap, 18k yellow gold bezel, on black face watch.",https://swissmadecorp.com/product-details/rolex-datejust-69158-champagne-kzrlr-76545,https://swissmadecorp.com/images/rolex-datejust-26mm-69158-18k-yellow-gold-womens-watch-l4mhem0TBd.jpg,in_stock,,"16995.00 USD",201,Rolex,69158,false,used,adult,Black,female,"18K Yellow Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17688,"Rolex Submariner 40mm 16613 18K Yellow Gold/Stainless Steel Mens Watch","Pre-owned  Rolex Submariner 40mm 16613 oyster strap, 18k yellow gold/stainless steel bezel, on blue face watch.",https://swissmadecorp.com/product-details/rolex-submariner-16613-blue-egra-59353,https://swissmadecorp.com/images/rolex-submariner-40mm-16613-18k-yellow-goldstainless-steel-mens-watch-TZiMISCN1O.jpg,in_stock,,"11845.00 USD",201,Rolex,16613,false,used,adult,Blue,female,"18K Yellow Gold/Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17689,"Rolex Day-Date 36mm 18038 18K Yellow Gold Mens Watch","Pre-owned  Rolex DayDate 36mm 18038 president strap, 18k yellow gold bezel, on silver stick face watch.",https://swissmadecorp.com/product-details/rolex-day-date-18038-silver-stick-krara-15596,https://swissmadecorp.com/images/rolex-day-date-36mm-18038-18k-yellow-gold-mens-watch-lgnC9BHsFh.jpg,in_stock,,"20085.00 USD",201,Rolex,18038,false,used,adult,"Silver Stick",female,"18K Yellow Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17691,"Rolex Date 34mm 15210 Stainless Steel Mens Watch","Pre-owned  Rolex Date 34mm 15210 oyster strap, stainless steel bezel, on silver face watch.",https://swissmadecorp.com/product-details/rolex-date-15210-silver-gzsz-67784,https://swissmadecorp.com/images/rolex-date-34mm-15210-stainless-steel-mens-watch-NbYIb5TPsM.jpg,out_of_stock,2026-07-28T06:00-0400,"6901.00 USD",201,Rolex,15210,false,used,adult,Silver,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17695,"Franck Muller Master of Complications 32x40mm 6002 M QZ 18K White Gold Mens Watch","Pre-owned  Franck Muller Master of Complications 32x40mm 6002 M QZ leather strap, 18k white gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/franck-muller-master-of-complications-6002-lqzrd1r-silver-gxzs-98212,https://swissmadecorp.com/images/franck-muller-master-of-complications-29mm-6002-lqzrd1r-qFWcy0QCyp.jpg,in_stock,,"10300.00 USD",201,Rolex,"6002 M QZ",false,used,adult,Silver,female,"18K White Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17699,"Rolex Datejust 36mm 126234 Stainless Steel Unisex Watch","New / Unworn  Rolex Datejust 36mm 126234 jubilee strap, stainless steel bezel, on aubergine dial w/rom face watch.",https://swissmadecorp.com/product-details/rolex-datejust-126234-aubergine-dial-w-rom-kgrzs-56989,https://swissmadecorp.com/images/rolex-datejust-36mm-126234-stainless-steel-unisex-watch-GOxOEMPT5K.jpg,in_stock,,"19055.00 USD",201,Rolex,126234,false,new,adult,"Aubergine dial w/Rom",female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17702,"Rolex Gmt-Master II 40mm 116710LN Stainless Steel Mens Watch","Pre-owned  Rolex GmtMaster II 40mm 116710LN oyster strap, stainless steel bezel, on black face watch.",https://swissmadecorp.com/product-details/rolex-gmt-master-ii-116710ln-black-kazsz-38055,https://swissmadecorp.com/images/rolex-gmt-master-ii-116710ln-72488.jpg,in_stock,,"14420.00 USD",201,Rolex,116710LN,false,used,adult,Black,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17713,"Rolex Datejust 41mm 126334 Stainless Steel Mens Watch","Pre-owned  Rolex Datejust 41mm 126334 oyster strap, stainless steel bezel, on silver face watch.",https://swissmadecorp.com/product-details/rolex-datejust-126334-silver-xnzs-32831,https://swissmadecorp.com/images/rolex-datejust-41mm-126334-55396.jpg,in_stock,,"12875.00 USD",201,Rolex,126334,false,used,adult,Silver,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17714,"Rolex Datejust 31mm 68273 18K Yellow Gold/Stainless Steel Womens Watch","Pre-owned  Rolex Datejust 31mm 68273 jubilee strap, 18k yellow gold/stainless steel bezel, on champagne stick face watch.",https://swissmadecorp.com/product-details/rolex-datejust-68273-champagne-stick-gizs-41241,https://swissmadecorp.com/images/rolex-datejust-31mm-68273-18k-yellow-goldstainless-steel-womens-watch-IpY1lAaT3h.jpg,in_stock,,"8755.00 USD",201,Rolex,68273,false,used,adult,"Champagne Stick",female,"18K Yellow Gold/Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17715,"Rolex Datejust 36mm 16233 18K Yellow Gold/Stainless Steel Mens Watch","Pre-owned  Rolex Datejust 36mm 16233 jubilee strap, 18k yellow gold/stainless steel bezel, on champagne stick face watch.",https://swissmadecorp.com/product-details/rolex-datejust-16233-champagne-stick-rezs-15735,https://swissmadecorp.com/images/rolex-datejust-36mm-16233-18k-yellow-goldstainless-steel-mens-watch-LYtfopKKbj.jpg,out_of_stock,2026-07-28T06:00-0400,"7210.00 USD",201,Rolex,16233,false,used,adult,"Champagne Stick",female,"18K Yellow Gold/Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17719,"Rolex Datejust 68274","Pre-owned  Rolex Datejust 30mm 68274 jubilee strap, stainless steel bezel, on silver face watch.",https://swissmadecorp.com/product-details/rolex-datejust-68274-silver-rgzs-25805,https://swissmadecorp.com/images/rolex-datejust-78643.jpg,in_stock,,"8034.00 USD",201,Rolex,68274,false,used,adult,Silver,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17732,"Rolex Datejust 41mm 126333 Stainless Steel Mens Watch","Pre-owned  Rolex Datejust 41mm 126333 oyster strap, stainless steel bezel, on black stick face watch.",https://swissmadecorp.com/product-details/rolex-datejust-126333-black-stick-kirzs-97862,https://swissmadecorp.com/images/rolex-datejust-126333-83932.jpg,in_stock,,"14935.00 USD",201,Rolex,126333,false,used,adult,"Black Stick",female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17733,"Rolex Day Date 41mm 218239 18K White Gold Mens Watch","Pre-owned  Rolex Day Date 41mm 218239 president strap, 18k white gold bezel, on gray face watch.",https://swissmadecorp.com/product-details/rolex-day-date-218239-gray-nzszs-54388,https://swissmadecorp.com/images/rolex-day-date-41mm-218239-18k-white-gold-mens-watch-I8FbP7hU0A.jpg,in_stock,,"41200.00 USD",201,Rolex,218239,false,used,adult,Gray,female,"18K White Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17737,"Omega Speedmaster Moonphase 44.25mm 304.33.44.52.03.001 Stainless Steel Mens Watch","Pre-owned  Omega Speedmaster Moonphase 44.25mm 304.33.44.52.03.001 stainless steel strap, stainless steel bezel, on blue face watch.",https://swissmadecorp.com/product-details/omega-speedmaster-moonphase-304-33-44-52-03-001-blue-rzsz-90100,https://swissmadecorp.com/images/omega-speedmaster-moonphase-4425mm-30433445203001-stainless-steel-mens-watch-EsTHK1jTVP.jpg,in_stock,,"8240.00 USD",201,Rolex,304.33.44.52.03.001,false,used,adult,Blue,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17749,"Rolex Submariner 40mm 16610 Stainless Steel Mens Watch","Pre-owned  Rolex Submariner 40mm 16610 oyster strap, stainless steel bezel, on black face watch.",https://swissmadecorp.com/product-details/rolex-submariner-16610-black-lzsz-31435,https://swissmadecorp.com/images/rolex-submariner-40mm-16610-stainless-steel-mens-watch-YKRlzUSZfO.jpg,in_stock,,"10094.00 USD",201,Rolex,16610,false,used,adult,Black,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17756,"Patek Philippe Calatrava 31mm 7120G-001 18K White Gold Womens Watch","Pre-owned  Patek Philippe Calatrava 31mm 7120G-001 satin strap, 18k white gold bezel, on ivory face watch.",https://swissmadecorp.com/product-details/patek-philippe-calatrava-7120g-001-ivory-xzsz-62791,https://swissmadecorp.com/images/patek-philippe-calatrava-31mm-7120g-001-18k-white-gold-womens-watch-9O2STHUGFN.jpg,in_stock,,"15965.00 USD",201,Rolex,7120G-001,false,used,adult,Ivory,female,"18K White Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17757,"Rolex Daytona 40mm 16518 18K Yellow Gold Mens Watch","Pre-owned  Rolex Daytona 40mm 16518 leather strap, 18k yellow gold bezel, on black face watch.",https://swissmadecorp.com/product-details/rolex-daytona-16518-black-iozsz-20429,https://swissmadecorp.com/images/rolex-daytona-40mm-16518-18k-yellow-gold-mens-watch-31sJDyMVG8.jpg,in_stock,,"37595.00 USD",201,Rolex,16518,false,used,adult,Black,female,"18K Yellow Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17766,"Cartier Calibre De Cartier  42mm W7100050 18K Rose Gold Mens Watch","Pre-owned  Cartier Calibre De Cartier  42mm W7100050 18k rose gold/stainless steel strap, 18k rose gold bezel, on brown  face watch.",https://swissmadecorp.com/product-details/cartier-calibre-de-cartier-w7100050-brown-gorz-44952,https://swissmadecorp.com/images/cartier-calibre-de-cartier-42mm-w7100050-18k-rose-gold-mens-watch-rrssnQoqDT.jpg,out_of_stock,2026-07-28T06:00-0400,"7725.00 USD",201,Rolex,W7100050,false,used,adult,"Brown ",female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17768,"Cartier Tankissime  W650037h 18K Yellow Gold Womens Watch","Pre-owned  Cartier Tankissime 19x24MMmm W650048H 18k yellow gold strap, 18k rose gold bezel, on white face watch.",https://swissmadecorp.com/product-details/cartier-tankissime-w650048h-white-knxzs-71339,https://swissmadecorp.com/images/cartier-tankissime-w650037h-18k-yellow-gold-womens-watch-76050.jpg,out_of_stock,2026-07-28T06:00-0400,"19570.00 USD",201,Rolex,W650048H,false,used,adult,White,female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17778,"Cartier Ronde Louis 42mm WR007001 18K Rose Gold Unisex Watch","Pre-owned  Cartier Ronde Louis 42mm WR007001 leather strap, 18k rose gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-ronde-louis-wr007001-silver-xizs-82952,https://swissmadecorp.com/images/cartier-ronde-louis-wr007001-37252.jpg,in_stock,,"14935.00 USD",201,Rolex,WR007001,false,used,adult,Silver,female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17781,"Cartier Santos Dumont 30x38mm WH100351 18K Rose Gold Womens Watch","Pre-owned  Cartier Santos Dumont 30mmx38mm WH100351 leather strap, 18k rose gold bezel, on silver dial with rom face watch.",https://swissmadecorp.com/product-details/cartier-santos-dumont-wh100351-silver-dial-with-rom-exzs-32991,https://swissmadecorp.com/images/cartier-santos-dumont-30x38mm-wh100351-18k-rose-gold-womens-watch-ei1X1mH9uy.jpg,in_stock,,"14935.00 USD",201,Rolex,WH100351,false,used,adult,"Silver Dial with Rom",female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17783,"Hermes Arceau Space Derby 41mm AR7.B91 18K White Gold Unisex Watch","Pre-owned  Hermes Arceau Space Derby 41mm AR7.B91 leather strap, 18k white gold bezel, on enamel face watch.",https://swissmadecorp.com/product-details/hermes-arceau-space-derby-ar7-b91-enamel-krzsz-89124,https://swissmadecorp.com/images/hermes-arceau-space-derby-41mm-ar7b91-18k-white-gold-unisex-watch-J7cILJIseM.jpg,in_stock,,"25750.00 USD",201,Rolex,AR7.B91,false,used,adult,Enamel,female,"18K White Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17791,"Cartier Santos Dumont 30x38mm WH100351 18K Rose Gold Womens Watch","Pre-owned  Cartier Santos Dumont 30x38mm WH100351 leather strap, 18k rose gold bezel, on silver dial with roman numerals face watch.",https://swissmadecorp.com/product-details/cartier-santos-dumont-wh100351-silver-dial-with-roman-numerals-xzsz-91501,https://swissmadecorp.com/images/cartier-santos-dumont-30x38mm-wh100351-18k-rose-gold-womens-watch-ei1X1mH9uy.jpg,out_of_stock,2026-07-28T06:00-0400,"14935.00 USD",201,Rolex,WH100351,false,used,adult,"Silver Dial with Rom",female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17801,"Piaget Polo Skeleton 42mm G0A45004 Stainless Steel Mens Watch","Pre-owned  Piaget Polo Skeleton 42mm G0A45004 stainless steel strap, stainless steel bezel, on skeleton face watch.",https://swissmadecorp.com/product-details/piaget-polo-skeleton-g0a45004-skeleton-kgxzs-53766,https://swissmadecorp.com/images/piaget-polo-skeleton-42mm-g0a45004-stainless-steel-mens-watch-Q6IrUQAVEu.jpg,in_stock,,"30900.00 USD",201,Rolex,G0A45004,false,used,adult,Skeleton,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17803,"Cartier Drive 40mm WSNM0008 Stainless Steel Mens Watch","Pre-owned  Cartier Drive 40mm WSNM0008 leather strap, stainless steel bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-drive-wsnm0008-silver-gkzs-95134,https://swissmadecorp.com/images/cartier-drive-wsnm0008-50853.jpg,out_of_stock,2026-07-28T06:00-0400,"6180.00 USD",201,Rolex,WSNM0008,false,used,adult,Silver,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17808,"Cartier Torque 39mmx31mm WA501008 18K Rose Gold Womens Watch","Pre-owned  Cartier Torque 39mmx31mm WA501008 leather strap, 18k rose gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-torque-wa501008-silver-kzlzs-84434,https://swissmadecorp.com/images/cartier-torque-39x31mm-wa501008-18k-rose-gold-womens-watch-jPZiB6EO3w.jpg,in_stock,,"16480.00 USD",201,Rolex,WA501008,false,used,adult,Silver,female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17816,"Cartier Captive 50mm WG600004 18K White Gold Womens Watch","Pre-owned  Cartier Captive 50mm WG600004 leather strap, 18k white gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-captive-wg600004-silver-klzsz-87614,https://swissmadecorp.com/images/cartier-captive-50mm-wg600004-18k-white-gold-womens-watch-ub46X3L6W9.jpg,in_stock,,"27295.00 USD",201,Rolex,WG600004,false,used,adult,Silver,female,"18K White Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17819,"Cartier Torque 39mmx31mm WA501008 18K Rose Gold Womens Watch","Pre-owned  Cartier Torque 39x31mm WA501008 leather strap, 18k rose gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-torque-wa501008-silver-kazsz-38769,https://swissmadecorp.com/images/cartier-torque-39x31mm-wa501008-18k-rose-gold-womens-watch-jPZiB6EO3w.jpg,in_stock,,"16480.00 USD",201,Rolex,WA501008,false,used,adult,Silver,female,"18K Rose Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17821,"Cartier Santos Dumont 34x43mm WH100651 18K White Gold Womens Watch","Pre-owned  Cartier Santos Dumont 34x43mm WH100651 leather strap, 18k white gold bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-santos-dumont-wh100651-silver-xozs-75811,https://swissmadecorp.com/images/cartier-santos-dumont-34x43mm-wh100651-18k-white-gold-womens-watch-i2siSaJ0Ca.jpg,out_of_stock,2026-07-28T06:00-0400,"16995.00 USD",201,Rolex,WH100651,false,used,adult,Silver,female,"18K White Gold","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17822,"Cartier Ballon Bleu 42mm W69012Z4 Stainless Steel Unisex Watch","Pre-owned  Cartier Ballon Bleu 42mm W69012Z4 stainless steel strap, stainless steel bezel, on silver face watch.",https://swissmadecorp.com/product-details/cartier-ballon-bleu-w69012z4-silver-nirz-31513,https://swissmadecorp.com/images/cartier-ballon-bleu-w69012z4-17414.jpg,out_of_stock,2026-07-28T06:00-0400,"5511.00 USD",201,Rolex,W69012Z4,false,used,adult,Silver,female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
17829,"Rolex Datejust 41mm 116300 Stainless Steel Mens Watch","Pre-owned  Rolex Datejust 41mm 116300 oyster strap, stainless steel bezel, on black stick face watch.",https://swissmadecorp.com/product-details/rolex-datejust-116300-black-stick-onrz-37558,https://swissmadecorp.com/images/rolex-datejust-41mm-116300-stainless-steel-mens-watch-26051.jpg,in_stock,,"9116.00 USD",201,Rolex,116300,false,used,adult,"Black Stick",female,"Stainless Steel","US:NY:Overnight:79.00 USD",US:NY:8.875:n
